"ensembl_gene_id","external_gene_name","description","Group name","Protein","Metabolic","Lipid","HGNC_ID","HGNC_gene_name","Manning_Group","Manning_Family","Manning_Subfamily","HGNC","Group","Family","SubFamily","kin_group","kh_group"
"ENSG00000134326","CMPK2","cytidine/uridine monophosphate kinase 2",NA,"N","Y","N","HGNC:27015","CMPK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142675","CNKSR1","connector enhancer of kinase suppressor of Ras 1",NA,"N","N","N","HGNC:19700","CNKSR1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000068120","COASY","Coenzyme A synthase",NA,"N","N","N","HGNC:29932","COASY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163050","COQ8A","coenzyme Q8A",NA,"N","N","N","HGNC:16812","COQ8A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000123815","COQ8B","coenzyme Q8B",NA,"N","N","N","HGNC:19041","COQ8B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000085719","CPNE3","copine 3",NA,"N","N","N","HGNC:2316","CPNE3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000182578","CSF1R","colony stimulating factor 1 receptor","Receptor tyrosine kinases","Y","N","N","HGNC:2433","CSF1R",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000103653","CSK","C-terminal Src kinase","Csk family tyrosine kinases","Y","N","N","HGNC:2444","CSK","TK","Csk",NA,"CSK","TK",NA,NA,"TK","TK"
"ENSG00000113712","CSNK1A1","casein kinase 1 alpha 1","Casein kinase 1 family","Y","N","N","HGNC:2451","CSNK1A1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000180138","CSNK1A1L","casein kinase 1 alpha 1 like","Casein kinase 1 family","Y","N","N","HGNC:20289","CSNK1A1L",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141551","CSNK1D","casein kinase 1 delta","Casein kinase 1 family","Y","N","N","HGNC:2452","CSNK1D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000213923","CSNK1E","casein kinase 1 epsilon","Casein kinase 1 family","Y","N","N","HGNC:2453","CSNK1E",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000169118","CSNK1G1","casein kinase 1 gamma 1","Casein kinase 1 family","Y","N","N","HGNC:2454","CSNK1G1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000133275","CSNK1G2","casein kinase 1 gamma 2","Casein kinase 1 family","Y","N","N","HGNC:2455","CSNK1G2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000151292","CSNK1G3","casein kinase 1 gamma 3","Casein kinase 1 family","Y","N","N","HGNC:2456","CSNK1G3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000101266","CSNK2A1","casein kinase 2 alpha 1",NA,"N","N","N","HGNC:2457","CSNK2A1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000070770","CSNK2A2","casein kinase 2 alpha 2",NA,"N","N","N","HGNC:2459","CSNK2A2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000254598","CSNK2A3","casein kinase 2 alpha 3",NA,"N","N","N","HGNC:2458","CSNK2A3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000204435","CSNK2B","casein kinase 2 beta",NA,"N","N","N","HGNC:2460","CSNK2B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196730","DAPK1","death associated protein kinase 1","Death associated protein kinases","Y","N","N","HGNC:2674","DAPK1","CAMK","DAPK",NA,"DAPK1","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000035664","DAPK2","death associated protein kinase 2","Death associated protein kinases","Y","N","N","HGNC:2675","DAPK2","CAMK","DAPK",NA,"DAPK2","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000167657","DAPK3","death associated protein kinase 3","Death associated protein kinases","Y","N","N","HGNC:2676","DAPK3","CAMK","DAPK",NA,"DAPK3","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000145041","DCAF1","DDB1 and CUL4 associated factor 1",NA,"N","N","N","HGNC:30911","DCAF1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000156136","DCK","deoxycytidine kinase","Deoxyribonucleoside kinases","Y","Y","N","HGNC:2704","DCK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000133083","DCLK1","doublecortin like kinase 1","Doublecortin like kinase family","Y","N","N","HGNC:2700","DCLK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000170390","DCLK2","doublecortin like kinase 2","Doublecortin like kinase family","Y","N","N","HGNC:19002","DCLK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163673","DCLK3","doublecortin like kinase 3","Doublecortin like kinase family","Y","N","N","HGNC:19005","DCLK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000137332","DDR1","discoidin domain receptor tyrosine kinase 1","Receptor tyrosine kinases","Y","N","N","HGNC:2730","DDR1","TK","DDR",NA,NA,NA,NA,NA,"TK",NA
"ENSG00000162733","DDR2","discoidin domain receptor tyrosine kinase 2","Receptor tyrosine kinases","Y","N","N","HGNC:2731","DDR2","TK","DDR",NA,"DDR2","TK",NA,NA,"TK","TK"
"ENSG00000065357","DGKA","diacylglycerol kinase alpha","Diacylglycerol kinases","Y","Y","Y","HGNC:2849","DGKA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000136267","DGKB","diacylglycerol kinase beta","Diacylglycerol kinases","Y","Y","Y","HGNC:2850","DGKB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000077044","DGKD","diacylglycerol kinase delta","Diacylglycerol kinases","Y","Y","Y","HGNC:2851","DGKD",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000153933","DGKE","diacylglycerol kinase epsilon","Diacylglycerol kinases","Y","Y","Y","HGNC:2852","DGKE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000058866","DGKG","diacylglycerol kinase gamma","Diacylglycerol kinases","Y","Y","Y","HGNC:2853","DGKG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000102780","DGKH","diacylglycerol kinase eta","Diacylglycerol kinases","Y","Y","Y","HGNC:2854","DGKH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000157680","DGKI","diacylglycerol kinase iota","Diacylglycerol kinases","Y","Y","Y","HGNC:2855","DGKI",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000274588","DGKK","diacylglycerol kinase kappa","Diacylglycerol kinases","Y","Y","Y","HGNC:32395","DGKK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000145214","DGKQ","diacylglycerol kinase theta","Diacylglycerol kinases","Y","Y","Y","HGNC:2856","DGKQ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000149091","DGKZ","diacylglycerol kinase zeta","Diacylglycerol kinases","Y","Y","Y","HGNC:2857","DGKZ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000114956","DGUOK","deoxyguanosine kinase","Deoxyribonucleoside kinases","Y","Y","N","HGNC:2858","DGUOK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104936","DMPK","DM1 protein kinase","DMPK kinase family","Y","N","N","HGNC:2933","DMPK","AGC","DMPK","GEK",NA,NA,NA,NA,"AGC",NA
"ENSG00000175283","DOLK","dolichol kinase",NA,"N","N","N","HGNC:23406","DOLK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000133059","DSTYK","dual serine/threonine and tyrosine protein kinase",NA,"N","N","N","HGNC:29043","DSTYK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168393","DTYMK","deoxythymidylate kinase",NA,"N","Y","N","HGNC:3061","DTYMK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000157540","DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A","Dual-specificity tyrosine-regulated kinase family","Y","N","N","HGNC:3091","DYRK1A","CMGC","DYRK","Dyrk1","DYRK1A","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000105204","DYRK1B","dual specificity tyrosine phosphorylation regulated kinase 1B","Dual-specificity tyrosine-regulated kinase family","Y","N","N","HGNC:3092","DYRK1B","CMGC","DYRK","Dyrk1","DYRK1B","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000127334","DYRK2","dual specificity tyrosine phosphorylation regulated kinase 2","Dual-specificity tyrosine-regulated kinase family","Y","N","N","HGNC:3093","DYRK2","CMGC","DYRK","Dyrk2","DYRK2","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000143479","DYRK3","dual specificity tyrosine phosphorylation regulated kinase 3","Dual-specificity tyrosine-regulated kinase family","Y","N","N","HGNC:3094","DYRK3","CMGC","DYRK","Dyrk2","DYRK3","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000010219","DYRK4","dual specificity tyrosine phosphorylation regulated kinase 4","Dual-specificity tyrosine-regulated kinase family","Y","N","N","HGNC:3095","DYRK4","CMGC","DYRK","Dyrk2","DYRK4","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000103319","EEF2K","eukaryotic elongation factor 2 kinase",NA,"N","N","N","HGNC:24615","EEF2K","Atypical","Alpha","eEF2K","EEF2K","Atypical",NA,NA,"Atypical","Atypical"
"ENSG00000146648","EGFR","epidermal growth factor receptor","Erb-b2 receptor tyrosine kinases","Y","Y","N","HGNC:3236","EGFR","TK","EGFR",NA,"EGFR","TK",NA,NA,"TK","TK"
"ENSG00000086232","EIF2AK1","eukaryotic translation initiation factor 2 alpha kinase 1","Eukaryotic translation initiation factor 2 alpha kinases","Y","N","N","HGNC:24921","EIF2AK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000055332","EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2","Eukaryotic translation initiation factor 2 alpha kinases","Y","N","N","HGNC:9437","EIF2AK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000172071","EIF2AK3","eukaryotic translation initiation factor 2 alpha kinase 3","Eukaryotic translation initiation factor 2 alpha kinases","Y","N","Y","HGNC:3255","EIF2AK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000128829","EIF2AK4","eukaryotic translation initiation factor 2 alpha kinase 4","Eukaryotic translation initiation factor 2 alpha kinases","Y","N","N","HGNC:19687","EIF2AK4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000146904","EPHA1","EPH receptor A1",NA,"N","N","N","HGNC:3385","EPHA1","TK","Eph",NA,"EPHA1","TK",NA,NA,"TK","TK"
"ENSG00000183317","EPHA10","EPH receptor A10",NA,"N","N","N","HGNC:19987","EPHA10","TK","Eph",NA,"EPHA10","TK",NA,NA,"TK","TK"
"ENSG00000142627","EPHA2","EPH receptor A2",NA,"N","N","N","HGNC:3386","EPHA2","TK","Eph",NA,"EPHA2","TK",NA,NA,"TK","TK"
"ENSG00000044524","EPHA3","EPH receptor A3",NA,"N","N","N","HGNC:3387","EPHA3","TK","Eph",NA,"EPHA3","TK",NA,NA,"TK","TK"
"ENSG00000116106","EPHA4","EPH receptor A4",NA,"N","N","N","HGNC:3388","EPHA4","TK","Eph",NA,"EPHA4","TK",NA,NA,"TK","TK"
"ENSG00000145242","EPHA5","EPH receptor A5",NA,"N","N","N","HGNC:3389","EPHA5","TK","Eph",NA,"EPHA5","TK",NA,NA,"TK","TK"
"ENSG00000080224","EPHA6","EPH receptor A6",NA,"N","N","N","HGNC:19296","EPHA6","TK","Eph",NA,"EPHA6","TK",NA,NA,"TK","TK"
"ENSG00000135333","EPHA7","EPH receptor A7",NA,"N","N","N","HGNC:3390","EPHA7","TK","Eph",NA,"EPHA7","TK",NA,NA,"TK","TK"
"ENSG00000070886","EPHA8","EPH receptor A8",NA,"N","N","N","HGNC:3391","EPHA8","TK","Eph",NA,"EPHA8","TK",NA,NA,"TK","TK"
"ENSG00000154928","EPHB1","EPH receptor B1",NA,"N","N","N","HGNC:3392","EPHB1","TK","Eph",NA,"EPHB1","TK",NA,NA,"TK","TK"
"ENSG00000133216","EPHB2","EPH receptor B2",NA,"N","N","N","HGNC:3393","EPHB2","TK","Eph",NA,"EPHB2","TK",NA,NA,"TK","TK"
"ENSG00000182580","EPHB3","EPH receptor B3",NA,"N","N","N","HGNC:3394","EPHB3","TK","Eph",NA,"EPHB3","TK",NA,NA,"TK","TK"
"ENSG00000196411","EPHB4","EPH receptor B4",NA,"N","N","N","HGNC:3395","EPHB4","TK","Eph",NA,"EPHB4","TK",NA,NA,"TK","TK"
"ENSG00000106123","EPHB6","EPH receptor B6",NA,"N","N","N","HGNC:3396","EPHB6","TK","Eph",NA,"EPHB6","TK",NA,NA,"TK","TK"
"ENSG00000131037","EPS8L1","EPS8 signaling adaptor L1",NA,"N","N","N","HGNC:21295","EPS8L1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141736","ERBB2","erb-b2 receptor tyrosine kinase 2","Erb-b2 receptor tyrosine kinases","Y","Y","N","HGNC:3430","ERBB2",NA,NA,NA,"ERBB2","TK",NA,NA,NA,"TK"
"ENSG00000065361","ERBB3","erb-b2 receptor tyrosine kinase 3","Erb-b2 receptor tyrosine kinases","Y","N","N","HGNC:3431","ERBB3",NA,NA,NA,"ERBB3","TK",NA,NA,NA,"TK"
"ENSG00000178568","ERBB4","erb-b2 receptor tyrosine kinase 4","Erb-b2 receptor tyrosine kinases","Y","N","N","HGNC:3432","ERBB4",NA,NA,NA,"ERBB4","TK",NA,NA,NA,"TK"
"ENSG00000178607","ERN1","endoplasmic reticulum to nucleus signaling 1",NA,"N","N","Y","HGNC:3449","ERN1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000134398","ERN2","endoplasmic reticulum to nucleus signaling 2",NA,"N","N","N","HGNC:16942","ERN2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000139163","ETNK1","ethanolamine kinase 1","Ethanolamine kinase family","Y","Y","Y","HGNC:24649","ETNK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143845","ETNK2","ethanolamine kinase 2","Ethanolamine kinase family","Y","Y","Y","HGNC:25575","ETNK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000116199","FAM20B","FAM20B glycosaminoglycan xylosylkinase","Golgi associated kinase family","Y","N","N","HGNC:23017","FAM20B",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000177706","FAM20C","FAM20C golgi associated secretory pathway kinase","Golgi associated kinase family","Y","N","N","HGNC:22140","FAM20C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000164896","FASTK","Fas activated serine/threonine kinase",NA,"N","N","N","HGNC:24676","FASTK","Atypical","FAST",NA,"FASTK","Atypical",NA,NA,"Atypical","Atypical"
"ENSG00000157353","FCSK","fucose kinase",NA,"N","Y","N","HGNC:29500","FCSK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000151422","FER","FER tyrosine kinase","Fes family tyrosine kinases","Y","N","N","HGNC:3655","FER","TK","Fer",NA,"FER","TK",NA,NA,"TK","TK"
"ENSG00000182511","FES","FES proto-oncogene, tyrosine kinase","Fes family tyrosine kinases","Y","N","N","HGNC:3657","FES","TK","Fer",NA,"FES","TK",NA,NA,"TK","TK"
"ENSG00000077782","FGFR1","fibroblast growth factor receptor 1","Receptor tyrosine kinases","Y","Y","N","HGNC:3688","FGFR1","TK","FGFR",NA,"FGFR1","TK",NA,NA,"TK","TK"
"ENSG00000066468","FGFR2","fibroblast growth factor receptor 2","Receptor tyrosine kinases","Y","Y","N","HGNC:3689","FGFR2","TK","FGFR",NA,"FGFR2","TK",NA,NA,"TK","TK"
"ENSG00000068078","FGFR3","fibroblast growth factor receptor 3","Receptor tyrosine kinases","Y","Y","N","HGNC:3690","FGFR3","TK","FGFR",NA,"FGFR3","TK",NA,NA,"TK","TK"
"ENSG00000160867","FGFR4","fibroblast growth factor receptor 4","Receptor tyrosine kinases","Y","N","N","HGNC:3691","FGFR4","TK","FGFR",NA,"FGFR4","TK",NA,NA,"TK","TK"
"ENSG00000172456","FGGY","FGGY carbohydrate kinase domain containing",NA,"N","N","N","HGNC:25610","FGGY",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000000938","FGR","FGR proto-oncogene, Src family tyrosine kinase","Src family tyrosine kinases","Y","N","N","HGNC:3697","FGR","TK","Src",NA,"FGR","TK",NA,NA,"TK","TK"
"ENSG00000102755","FLT1","fms related receptor tyrosine kinase 1","Receptor tyrosine kinases","Y","N","N","HGNC:3763","FLT1","TK","VEGFR",NA,"FLT1","TK",NA,NA,"TK","TK"
"ENSG00000122025","FLT3","fms related receptor tyrosine kinase 3","Receptor tyrosine kinases","Y","Y","N","HGNC:3765","FLT3","TK","PDGFR",NA,"FLT3","TK",NA,NA,"TK","TK"
"ENSG00000037280","FLT4","fms related receptor tyrosine kinase 4","Receptor tyrosine kinases","Y","N","N","HGNC:3767","FLT4","TK","VEGFR",NA,"FLT4","TK",NA,NA,"TK","TK"
"ENSG00000167363","FN3K","fructosamine 3 kinase",NA,"N","N","N","HGNC:24822","FN3K",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000141560","FN3KRP","fructosamine 3 kinase related protein",NA,"N","N","N","HGNC:25700","FN3KRP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000259030","FPGT-TNNI3K","FPGT-TNNI3K readthrough",NA,"N","N","N","HGNC:42952","FPGT-TNNI3K",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000111816","FRK","fyn related Src family tyrosine kinase","Src family tyrosine kinases","Y","N","N","HGNC:3955","FRK","TK","Src",NA,"FRK","TK",NA,NA,"TK","TK"
"ENSG00000010810","FYN","FYN proto-oncogene, Src family tyrosine kinase","Src family tyrosine kinases","Y","N","Y","HGNC:4037","FYN","TK","Src",NA,"FYN","TK",NA,NA,"TK","TK"
"ENSG00000131482","G6PC1","glucose-6-phosphatase catalytic subunit 1",NA,"N","Y","N","HGNC:4056","G6PC1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000178950","GAK","cyclin G associated kinase",NA,"N","N","N","HGNC:4113","GAK","Other","NAK",NA,"GAK","Other",NA,NA,"Other","Other"
"ENSG00000108479","GALK1","galactokinase 1",NA,"N","Y","N","HGNC:4118","GALK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000156958","GALK2","galactokinase 2",NA,"N","Y","N","HGNC:4119","GALK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000106633","GCK","glucokinase","Hexokinase family","Y","Y","N","HGNC:4195","GCK","STE","STE20","KHS","GCK","STE",NA,NA,"STE","STE"
"ENSG00000084734","GCKR","glucokinase regulator",NA,"N","N","N","HGNC:4196","GCKR","STE","STE20","KHS",NA,NA,NA,NA,"STE",NA
"ENSG00000139436","GIT2","GIT ArfGAP 2",NA,"N","N","N","HGNC:4273","GIT2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198814","GK","glycerol kinase","Glycerol kinase family","Y","Y","Y","HGNC:4289","GK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000196475","GK2","glycerol kinase 2","Glycerol kinase family","Y","Y","Y","HGNC:4291","GK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000229894","GK3","glycerol kinase 3","Glycerol kinase family","Y","Y","Y","HGNC:4292","GK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000175066","GK5","glycerol kinase 5","Glycerol kinase family","Y","N","N","HGNC:28635","GK5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000165113","GKAP1","G kinase anchoring protein 1",NA,"N","N","N","HGNC:17496","GKAP1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000168237","GLYCTK","glycerate kinase",NA,"N","Y","Y","HGNC:24247","GLYCTK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000159921","GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase",NA,"N","Y","N","HGNC:23657","GNE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185974","GRK1","G protein-coupled receptor kinase 1","G protein-coupled receptor kinase family","Y","N","N","HGNC:10013","GRK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000173020","GRK2","G protein-coupled receptor kinase 2","G protein-coupled receptor kinase family","Y","N","N","HGNC:289","GRK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000100077","GRK3","G protein-coupled receptor kinase 3","G protein-coupled receptor kinase family","Y","N","N","HGNC:290","GRK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000125388","GRK4","G protein-coupled receptor kinase 4","G protein-coupled receptor kinase family","Y","N","N","HGNC:4543","GRK4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198873","GRK5","G protein-coupled receptor kinase 5","G protein-coupled receptor kinase family","Y","N","N","HGNC:4544","GRK5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000198055","GRK6","G protein-coupled receptor kinase 6","G protein-coupled receptor kinase family","Y","N","N","HGNC:4545","GRK6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000114124","GRK7","G protein-coupled receptor kinase 7","G protein-coupled receptor kinase family","Y","N","N","HGNC:17031","GRK7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000105723","GSK3A","glycogen synthase kinase 3 alpha","Glycogen synthase kinase 3 family","Y","N","N","HGNC:4616","GSK3A","CMGC","GSK",NA,"GSK3A","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000082701","GSK3B","glycogen synthase kinase 3 beta","Glycogen synthase kinase 3 family","Y","N","Y","HGNC:4617","GSK3B","CMGC","GSK",NA,"GSK3B","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000070019","GUCY2C","guanylate cyclase 2C",NA,"N","Y","N","HGNC:4688","GUCY2C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000132518","GUCY2D","guanylate cyclase 2D, retinal",NA,"N","Y","N","HGNC:4689","GUCY2D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000101890","GUCY2F","guanylate cyclase 2F, retinal",NA,"N","Y","N","HGNC:4691","GUCY2F",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000143774","GUK1","guanylate kinase 1",NA,"N","Y","N","HGNC:4693","GUK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000177602","HASPIN","histone H3 associated protein kinase",NA,"N","N","N","HGNC:19682","HASPIN","Other","Haspin",NA,"HASPIN","Other",NA,NA,"Other","Other"
"ENSG00000101336","HCK","HCK proto-oncogene, Src family tyrosine kinase","Src family tyrosine kinases","Y","N","N","HGNC:4840","HCK","TK","Src",NA,"HCK","TK",NA,NA,"TK","TK"
"ENSG00000185359","HGS","hepatocyte growth factor-regulated tyrosine kinase substrate",NA,"N","N","N","HGNC:4897","HGS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163349","HIPK1","homeodomain interacting protein kinase 1","Homeodomain interacting protein kinase family","Y","N","N","HGNC:19006","HIPK1","CMGC","DYRK","HIPK","HIPK1","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000064393","HIPK2","homeodomain interacting protein kinase 2","Homeodomain interacting protein kinase family","Y","N","N","HGNC:14402","HIPK2","CMGC","DYRK","HIPK","HIPK2","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000110422","HIPK3","homeodomain interacting protein kinase 3","Homeodomain interacting protein kinase family","Y","N","N","HGNC:4915","HIPK3","CMGC","DYRK","HIPK","HIPK3","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000160396","HIPK4","homeodomain interacting protein kinase 4","Homeodomain interacting protein kinase family","Y","N","N","HGNC:19007","HIPK4","CMGC","DYRK","HIPK","HIPK4","CMGC",NA,NA,"CMGC","CMGC"
"ENSG00000156515","HK1","hexokinase 1","Hexokinase family","Y","Y","N","HGNC:4922","HK1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000159399","HK2","hexokinase 2","Hexokinase family","Y","Y","N","HGNC:4923","HK2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000160883","HK3","hexokinase 3","Hexokinase family","Y","Y","N","HGNC:4925","HK3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000156510","HKDC1","hexokinase domain containing 1","Hexokinase family","Y","Y","N","HGNC:23302","HKDC1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000109854","HTATIP2","HIV-1 Tat interactive protein 2",NA,"N","N","N","HGNC:16637","HTATIP2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000142149","HUNK","hormonally up-regulated Neu-associated kinase","HUNK family kinases","Y","N","N","HGNC:13326","HUNK","CAMK","CAMKL","HUNK","HUNK","CAMK",NA,NA,"CAMK","CAMK"
"ENSG00000188266","HYKK","hydroxylysine kinase",NA,"N","N","N","HGNC:34403","HYKK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000148057","IDNK","IDNK gluconokinase",NA,"N","N","N","HGNC:31367","IDNK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000140443","IGF1R","insulin like growth factor 1 receptor",NA,"N","N","N","HGNC:5465","IGF1R","TK","InsR",NA,"IGF1R","TK",NA,NA,"TK","TK"
"ENSG00000104365","IKBKB","inhibitor of nuclear factor kappa B kinase subunit beta","I kappa B kinases","Y","N","Y","HGNC:5960","IKBKB",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000263528","IKBKE","inhibitor of nuclear factor kappa B kinase subunit epsilon","I kappa B kinases","Y","N","Y","HGNC:14552","IKBKE",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000269335","IKBKG","inhibitor of nuclear factor kappa B kinase regulatory subunit gamma",NA,"N","N","Y","HGNC:5961","IKBKG",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000166333","ILK","integrin linked kinase",NA,"N","N","N","HGNC:6040","ILK","TKL","MLK","ILK","ILK","TKL",NA,NA,"TKL","TKL"
"ENSG00000132323","ILKAP","ILK associated serine/threonine phosphatase",NA,"N","N","N","HGNC:15566","ILKAP","TKL","MLK","ILK",NA,NA,NA,NA,"TKL",NA
"ENSG00000171105","INSR","insulin receptor",NA,"N","N","N","HGNC:6091","INSR","TK","InsR",NA,"INSR","TK",NA,NA,"TK","TK"
"ENSG00000027644","INSRR","insulin receptor related receptor",NA,"N","N","N","HGNC:6093","INSRR","TK","InsR",NA,NA,NA,NA,NA,"TK",NA
"ENSG00000176095","IP6K1","inositol hexakisphosphate kinase 1",NA,"N","Y","N","HGNC:18360","IP6K1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000068745","IP6K2","inositol hexakisphosphate kinase 2",NA,"N","Y","N","HGNC:17313","IP6K2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000161896","IP6K3","inositol hexakisphosphate kinase 3",NA,"N","Y","N","HGNC:17269","IP6K3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000151151","IPMK","inositol polyphosphate multikinase",NA,"N","Y","N","HGNC:20739","IPMK",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000127080","IPPK","inositol-pentakisphosphate 2-kinase",NA,"N","Y","N","HGNC:14645","IPPK",NA,NA,NA,NA,NA,NA,NA,NA,NA
